,lon,lat,İlçe,yil,BEDD1,BEDD2,BEDD3,BEDD4,BEDD5,BEDD6,BEDD7,BEDD8,BEDD9,BEDD10,BEDD11,BEDD12,DTR1,DTR2,DTR3,DTR4,DTR5,DTR6,DTR7,DTR8,DTR9,DTR10,DTR11,DTR12,FD1,FD2,FD3,FD4,FD5,FD6,FD7,FD8,FD9,FD10,FD11,FD12,ID1,ID2,ID3,ID4,ID5,ID6,ID7,ID8,ID9,ID10,ID11,ID12,R10mm1,R10mm2,R10mm3,R10mm4,R10mm5,R10mm6,R10mm7,R10mm8,R10mm9,R10mm10,R10mm11,R10mm12,R20mm1,R20mm2,R20mm3,R20mm4,R20mm5,R20mm6,R20mm7,R20mm8,R20mm9,R20mm10,R20mm11,R20mm12,RRt1,RRt2,RRt3,RRt4,RRt5,RRt6,RRt7,RRt8,RRt9,RRt10,RRt11,RRt12,RR11,RR12,RR13,RR14,RR15,RR16,RR17,RR18,RR19,RR110,RR111,RR112,SU1,SU2,SU3,SU4,SU5,SU6,SU7,SU8,SU9,SU10,SU11,SU12,TG1,TG2,TG3,TG4,TG5,TG6,TG7,TG8,TG9,TG10,TG11,TG12,TN1,TN2,TN3,TN4,TN5,TN6,TN7,TN8,TN9,TN10,TN11,TN12,TNn1,TNn2,TNn3,TNn4,TNn5,TNn6,TNn7,TNn8,TNn9,TNn10,TNn11,TNn12,TNx1,TNx2,TNx3,TNx4,TNx5,TNx6,TNx7,TNx8,TNx9,TNx10,TNx11,TNx12,TR1,TR2,TR3,TR4,TR5,TR6,TR7,TR8,TR9,TR10,TR11,TR12,TX1,TX2,TX3,TX4,TX5,TX6,TX7,TX8,TX9,TX10,TX11,TX12,TXn1,TXn2,TXn3,TXn4,TXn5,TXn6,TXn7,TXn8,TXn9,TXn10,TXn11,TXn12,TXx1,TXx2,TXx3,TXx4,TXx5,TXx6,TXx7,TXx8,TXx9,TXx10,TXx11,TXx12,barley_land,barley_production,wheat_land,wheat_production,Arpa Verim,Buğday Verim,Bölge
0,40.75,32.75,Kızılcahamam,1994,2.907989567,9.08727024,29.97061167,93.94029533,146.6310633,182.6953533,196.4035867,201.9735733,171.8275067,136.6331467,42.97635767,11.795817,9.300813667,12.253166,12.46008483,15.03422017,15.40873633,16.30573,16.48548567,16.39268833,19.04802267,15.33218833,13.92165433,13.17739367,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.963854833,6.8927669,14.793433,3.860402,4.989935667,0.003841273,0.0,0,0.019062391,1.605859233,1.908193267,3.529287367,6,4,9,1,3,0,0,0,0,1,3,3,0,0,2,18,30,30,31,31,30,31,3,0,8.83717,10.64903333,12.96565667,19.54403333,24.26435333,28.75500667,29.63301,30.50301667,27.35052,23.41618667,14.05528667,10.05334333,4.607543333,4.776296667,6.626756667,11.88286333,16.35829667,20.70450667,21.76442667,22.63292333,18.80316,16.45108,7.787516667,4.18495,2.958813333,2.293533333,4.007333333,8.939736667,14.23041667,18.90382,19.74219667,20.76332333,17.25304667,14.78827333,3.58911,0.404693333,7.37523,7.101893333,9.422953333,16.74520667,18.4367,23.06786,23.64554,24.66680333,20.63165333,19.65030333,11.08596667,7.598766667,0,0,0,0,1,21,24,30,8,1,0,0,13.90834667,17.02947,19.08680333,26.91709667,31.76702667,37.01022,38.24993,39.02560333,37.85119667,31.78324667,21.70918,17.36233667,10.06633667,12.71399333,14.33568,21.50443667,28.22282667,33.81041333,36.04813333,36.64126333,34.50974667,29.26774667,16.34191667,12.78862,18.17891,20.52608333,24.13363333,34.47497667,35.62636,41.60108667,40.98355333,41.90736,40.24663333,34.39451333,25.15932,21.57331667,34790,5087000,123000,13902000,146.2201843,113.0243912,3
1,40.75,32.75,Kızılcahamam,1995,2.918029667,6.2148744,74.03581667,93.03249333,143.80479,198.0686833,200.3616033,203.53242,185.1646233,104.6918413,60.18327833,11.94761167,11.15707,12.670313,14.63457067,14.13578967,15.487431,17.44901433,15.07126867,16.43578133,18.909846,15.59059767,15.472104,9.530569233,8,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7.810633667,2.925132333,7.120756667,11.06243233,6.360799133,0.013244178,0.0,0,6.46e-05,1.194511746,7.228193333,7.510149667,4,1,2,7,4,0,0,0,0,0,2,2,0,0,13,19,29,30,31,31,30,30,14,0,7.584383333,10.33959333,17.05301667,19.45324667,24.05770667,31.86357667,30.54288,31.20681333,28.87791333,20.29984667,16.16831333,9.521786667,2.454596667,4.391083333,9.776826667,12.25265333,16.13989,23.27013333,23.166,23.46793667,20.30006,13.27355667,9.508026667,5.267866667,-2.334993333,2.454843333,3.754993333,9.022993333,14.0802,20.41822333,20.51432667,21.66931,17.67059667,10.02705667,5.658936667,2.52068,6.20408,6.574973333,15.53856333,16.08399667,18.57172667,25.44153333,25.40411333,25.30937667,22.59769333,16.96971333,12.21109,9.415506667,0,0,1,0,0,27,30,31,16,0,0,0,13.61167667,17.06142,24.41140667,26.38844,31.62732,40.71914,38.23729667,39.90371667,39.20991,28.86414333,24.98014,14.79845,8.962306667,13.62672333,17.94108,22.19765,26.2389,38.38095,36.29936,38.69469333,36.06931667,25.95242,21.51199333,10.82521,17.83322,21.49041667,31.16183667,31.34325,35.6436,43.34095333,40.77009,41.01011,41.79529,32.52162333,27.82272333,18.50220333,34930,5085000,122380,14740000,145.5768738,120.444519,3
2,40.75,32.75,Kızılcahamam,1996,3.714996333,7.68150841,45.94234233,100.71045,175.68284,185.5528767,203.28724,202.9687233,174.08857,126.3814187,33.356568,6.467865,10.587489,11.26243,12.74678167,14.941173,16.366489,16.21619367,16.54080867,17.074213,17.06115133,15.89702567,13.68001767,9.263822467,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3.971386,17.652463,4.8553168,4.554001167,1.74609422,0.041694737,0.0,0,0.0,1.780333533,2.1555961,14.99660933,1,7,3,2,1,0,0,0,0,2,1,5,0,0,0,20,31,30,31,31,30,28,4,0,9.50429,9.65642,14.59081667,20.22103667,27.36034,29.03361,31.0395,30.73723333,27.58193667,22.43531333,13.47685667,9.648356667,4.62617,4.38911,8.367353333,12.58964,19.04495,21.05904667,23.00752333,22.79622,20.02463333,15.36176667,7.581196667,5.471423333,2.665876667,1.369213333,5.786403333,7.998656667,17.00801667,18.83635333,20.00836667,21.02431333,17.54535667,13.59504333,4.46657,2.783163333,6.72304,9.216183333,10.96273333,18.30817,21.16126,22.59197333,25.92912,24.98742667,21.91828333,17.49204,11.23055333,8.309073333,0,0,0,2,12,16,30,31,13,0,0,0,15.21364333,15.65153,21.11417,27.53083333,35.41143,37.27527333,39.54833333,39.87047333,37.08576667,31.25878,21.26121333,14.73525,12.14183667,12.37812667,18.94852333,22.69516,30.97682667,34.66799333,37.36402333,38.55605333,34.56732333,27.13219333,18.48022667,11.76139333,19.29250667,18.87623667,24.03245333,32.21841667,38.52011333,39.56836,42.18167,41.57164333,39.60078667,33.41278333,24.03492333,19.08606,34690,5555000,122410,15685000,160.1325989,128.1349487,3
3,40.75,32.75,Kızılcahamam,1997,1.194478333,5.585367767,31.879822,96.36860133,154.5184533,182.9940167,206.02768,206.6666667,169.0043633,119.1615983,44.51281633,1.846415217,10.57036233,14.15141233,13.89151667,14.011318,15.13139667,15.32508033,15.890558,16.264985,16.617771,16.96018133,16.09774033,11.15535117,1,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.338646833,2.996486,5.7489677,16.74986267,2.0448591,0.02714825,0.0,0,6.41e-05,0.180296746,1.13344318,9.080607867,4,2,5,6,1,0,0,0,0,0,0,7,0,0,2,20,31,30,31,31,30,30,11,0,7.28388,9.320873333,13.15241,19.78687,25.06576667,28.67628,32.04319333,31.22351333,27.24467,21.7501,14.55139,8.882036667,2.437216667,2.47526,6.1729,12.73420333,17.40899333,20.98561,24.43550333,23.57009333,19.77368,14.33178,7.406706667,4.08095,0.455776667,-0.904846667,2.62189,9.339186667,13.98531667,18.09943,22.32388333,22.09321333,16.92502333,13.12334333,3.468576667,1.248833333,4.761526667,7.224156667,8.648193333,16.34282333,21.79226,23.52283,26.52237,25.36354333,21.25223667,16.04339667,11.26941,6.623336667,0,0,0,0,5,20,31,31,16,0,0,0,13.00759,16.62666667,20.06440667,26.74553333,32.54039667,36.31071,40.32606,39.83507333,36.39146667,31.29194,23.50443667,15.23629333,8.373403333,12.25922667,16.92764333,21.37941333,28.64772,33.24591,38.15584333,38.41714667,33.68731333,27.51039667,19.45453,10.53225,16.44857333,20.18874333,24.49096,32.35784,36.45089333,39.06369667,42.24262667,41.22929,39.39775333,35.05852,27.94797333,20.16298667,33120,7721000,121600,21969000,233.1219788,180.6661224,3
4,40.75,32.75,Kızılcahamam,1998,2.009724867,10.13026917,33.38279217,98.716838,170.6145633,179.1739367,203.3209933,204.6159867,179.52957,154.10855,83.82893,19.9981791,9.485247667,11.83912667,12.96185167,13.88006767,15.04564533,16.80354467,16.88340267,16.01742967,16.54515667,15.45895767,15.537806,14.608846,3,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.317115,4.855702533,12.775444,9.291822333,2.576405217,0.012528625,0.0,0,0.318742848,1.679909207,2.143987,7.823241333,5,3,5,4,2,0,0,0,0,0,2,4,0,0,3,19,31,30,31,31,30,31,25,2,8.284373333,10.42091,12.86721667,20.02169333,26.68007333,28.47431667,32.87855333,30.96416333,28.37393333,25.13473333,18.5329,11.81874667,3.858403333,4.85386,6.36673,12.93343333,19.09601667,20.15406667,24.79785,23.56306667,20.84543667,18.13189667,11.75176667,5.469126667,0.215413333,1.585626667,3.37389,9.763896667,15.27131667,18.39674333,22.67447333,22.08903333,18.45116333,15.85745,9.411936667,3.114106667,6.689616667,8.161733333,11.23068,16.19779667,22.44646667,22.66483667,27.50029,25.07774,23.70922667,20.06932667,14.84981333,8.222206667,0,0,0,0,14,14,30,31,17,7,0,0,13.34367333,16.69297,19.32858667,26.81348667,34.14167333,36.95763,41.68128,39.58047667,37.39060667,33.59088,27.28955,20.07799333,8.45043,13.37331333,15.36798,22.75243,29.23923333,34.60585333,38.15636,37.96007667,33.63859667,30.54718,24.36062333,15.61693333,17.33824667,20.62476,24.73914667,32.47282667,39.32843333,39.66931333,45.48293,40.88027333,41.06588333,35.94584667,30.4619,24.00098,30760,7192000,113510,19853000,233.8101501,174.9008942,3
5,40.75,32.75,Kızılcahamam,1999,5.1537373,13.25195333,53.53329433,109.0008133,127.8659347,183.7054533,203.0810033,206.6666667,190.93871,132.9733687,54.35551033,25.71883133,10.64261667,12.76401567,14.10188,17.231547,15.95668067,16.836303,16.36260967,17.54810133,17.41466767,15.41047333,13.450331,8.099463767,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.811854667,3.300571933,1.60846561,0.33143725,0.0730189,2.01e-06,0.0,0,0.12625431,2.247608,9.195654233,11.28896833,5,2,1,0,0,0,0,0,0,1,4,7,0,0,7,24,28,30,31,31,30,31,13,0,8.362466667,11.42824,15.27545,21.05008,22.49596667,28.89059,30.85249667,33.08499667,29.35424667,23.11136667,15.58554,12.56438333,3.411876667,5.486226667,8.366766667,12.39230333,14.29619667,20.64998333,22.8901,24.84702667,21.51047333,16.33162667,9.605416667,8.799026667,-1.287373333,3.217316667,5.584606667,9.469843333,12.05817667,17.38306667,20.54997,21.72925,19.81728,14.58413667,6.4294,4.831116667,8.627953333,7.915143333,12.42923,16.35327333,17.10706333,23.36696667,25.53104,27.26183,23.12816333,18.46341333,13.56672,12.04358,0,0,0,0,0,17,30,31,25,1,0,0,14.05451667,18.25024,22.46866333,29.62386,30.25292,37.48628667,39.25271,42.39512667,38.92516667,31.74210667,23.05574,16.8985,9.48232,13.70592667,19.45254667,25.09838,26.66642667,34.34588,36.80107,39.60300667,36.42703333,27.90538333,18.48723,13.51028667,18.16721667,22.12447,27.52022333,35.69191,34.79320667,40.02640667,41.36481,44.03527667,41.37968,33.93593333,26.53694333,22.04148,42090,11408000,85930,13804000,271.0382385,160.6423798,3
6,40.75,32.75,Kızılcahamam,2000,4.830403533,4.633199,28.47657267,92.17613667,135.4486567,181.74778,204.1671033,206.03904,177.23954,132.3640633,54.56722067,4.645304267,8.003366833,10.5755,12.41459,14.35707267,13.65569817,16.173388,16.36035533,16.384172,17.395191,17.65964133,13.87850767,12.16154467,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.49949833,7.242894867,6.0412729,8.552155,10.1302649,0.000883612,0.0,0,0.0,0.175989313,3.649190233,7.038145667,8,4,2,3,7,0,0,0,0,0,4,5,0,0,2,18,25,30,31,31,30,31,9,0,10.07692,9.263296667,12.7179,19.36758667,23.16587333,28.99790667,31.46242333,31.78463667,28.01135333,23.03274,15.60671333,9.168146667,6.232533333,4.084433333,6.547453333,12.02381,16.43747667,20.92406667,23.52213667,24.09071667,20.13461333,15.16104333,9.654403333,3.8111,3.935683333,1.106,3.811176667,9.280026667,13.98434,18.94074333,20.99298333,22.0757,17.82444,12.76049667,6.503103333,1.43049,8.575086667,7.115233333,9.23822,16.32381333,18.79376,23.63235333,25.97285667,25.62266,22.80492,17.83418667,12.91544667,7.578753333,0,0,0,0,2,19,30,31,16,1,0,0,14.23588,14.65992,18.96205,26.38088,30.09319667,37.09747333,39.88246667,40.47488333,37.52980667,32.82068,23.53291,15.97265,11.97466,11.04506667,15.07254333,21.31093,24.87342667,34.64480667,36.87493333,38.67018333,35.36116667,28.87028,20.79850333,12.90464333,16.51348,18.78856667,22.35374,32.13787667,34.33808,40.13023,42.90924667,41.77397667,40.02703333,36.77296667,26.66014667,19.99062333,42000,11237000,89590,16520000,267.5476074,184.3955841,3
7,40.75,32.75,Kızılcahamam,2001,0.200805667,16.42281067,32.61299667,98.09964,178.8921,189.96171,204.7203667,206.3723033,180.4339167,136.08322,65.17790833,25.532532,12.97110917,11.75895067,13.5271135,12.65543,13.64457517,15.66983967,15.11078533,18.484639,16.898359,16.82888983,14.372259,12.733329,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.665281933,5.079852333,2.524240167,15.92715633,8.190954167,0.0273232,0.0,0,0.085081143,0.235464301,2.802273333,5.413423333,0,5,1,6,5,0,0,0,0,0,1,3,0,0,2,16,31,30,31,31,30,31,15,2,6.942603333,11.76449,13.21706667,19.95997667,27.51776667,29.89837333,31.22562667,32.27066667,28.51219667,23.35752333,16.66743,12.39865,1.219513333,6.234773333,6.537866667,13.59645667,20.71096667,22.06455667,23.90122667,23.64486,20.88785,15.82012,10.42855333,6.53209,-0.87611,3.296386667,4.351553333,11.14062667,17.6064,19.12033333,21.12089,21.25586,18.65045667,13.82536667,7.652606667,3.17839,3.672556667,8.916126667,9.601396667,15.82479333,23.38012,24.45568,25.87065333,26.33611,22.81037667,18.5173,14.46334667,11.52753667,0,0,0,0,21,24,31,28,17,0,0,0,14.19061667,17.99371667,20.06496,26.25189,34.35555,37.73439667,39.01202667,42.12951667,37.78621,32.64903,24.8008,19.26543,10.73407,15.23106,16.95918667,22.87952667,29.96790333,33.84796667,36.99478,40.79020333,35.43732,28.13566667,21.19083333,15.99571,18.73657,21.53737667,26.26753,31.53035667,36.65312667,41.58279333,40.51234667,43.06206667,40.28734,36.89551,28.08537667,23.91412,41010,7453000,85760,11652000,181.7361603,135.8675385,3
8,40.75,32.75,Kızılcahamam,2002,5.683054467,4.21697985,70.18733767,112.85847,171.3075167,195.2094233,203.7837167,205.6461567,185.1883667,148.3199433,76.831888,9.719726428,10.735892,12.87715467,14.38615933,14.765105,14.20993833,15.42419333,16.38233367,15.77716767,17.830083,18.89051533,17.30986133,17.93435933,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.441328667,3.580679567,6.571506667,10.280159,5.1863605,0.220199842,0.0,0,0.010157172,0.078550045,0.709979507,0.286734003,3,3,2,4,3,0,0,0,0,0,0,0,0,0,13,24,31,30,31,31,30,31,25,0,9.401773333,9.532513333,16.42145667,21.43583333,26.8126,30.51806667,30.93792,30.96146667,28.80430333,24.55611333,17.83318,9.999336667,4.583263333,3.438296667,9.229263333,13.70372667,19.70998,22.86766333,23.09973,23.47757667,20.67651667,16.43457,10.29162,2.539053333,1.94404,0.715366667,4.4342,11.43899667,17.08702667,20.53357333,21.23757,21.11943,18.23601333,14.77748667,8.40002,0.5585,7.813233333,7.4914,14.72185,16.39049,22.21794333,24.87202333,25.09476667,25.83613,22.90461667,18.47297333,12.04952667,5.326066667,0,0,1,0,19,29,31,30,16,0,0,0,15.31918333,16.31545,23.61542333,28.46881,33.9199,38.29186,39.48207667,39.25472667,38.50662,35.32507333,27.60150333,20.47345667,12.99971667,13.18046,17.10574,24.03547333,30.60074333,34.91720667,37.27596667,37.88542,36.20076667,31.62964,24.81677333,17.15668,19.30783333,19.48720667,28.30457333,32.32586667,37.20941333,40.64646,41.51083667,40.27210667,40.73109667,37.89732667,30.46251667,22.95316333,39170,7790000,88600,13493000,198.8766937,152.2911987,3
9,40.75,32.75,Kızılcahamam,2003,8.058756633,16.12188733,56.09347433,121.39276,169.0186767,188.5421833,202.4578767,204.1064167,186.85558,143.06069,67.65347267,18.92763233,13.15651667,13.47811267,14.10191467,16.290809,16.66261033,16.36446833,16.28293733,15.0141775,17.65597067,15.79911167,10.764022,10.63516067,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,6.108699667,3.243346333,5.832604267,0.908157408,0.22509067,0.000271602,0.0,0,0.1250498,1.24281812,13.499686,11.594888,4,2,5,1,0,0,0,0,0,0,4,8,0,0,7,26,31,30,31,31,30,31,7,2,9.524563333,11.07173667,15.34682333,22.28928333,26.64723,29.63032,31.19580333,31.37191667,29.06917333,24.09321333,16.91533333,11.73185333,3.351333333,4.69703,8.205483333,14.04615667,18.11637667,21.55746333,23.37420333,24.28314,21.16620667,17.16474333,12.21545333,7.091213333,-0.098523333,1.517576667,4.596733333,11.17494333,15.50316667,19.13091,20.12503333,21.52225,18.31492333,15.09215,9.382206667,3.60493,7.91563,8.635473333,13.95090667,17.36508,21.04815667,23.78131667,26.19417333,26.50878667,23.85451,19.58115667,15.41544667,10.05242,0,0,0,1,7,24,28,31,22,1,0,0,16.50786333,18.17515333,22.30740333,30.33695333,34.77900333,37.92194,39.65715667,39.29735333,38.82216667,32.96385,22.97944,17.72639,12.8395,14.84357333,17.70957333,25.92205667,31.27916333,36.58456667,37.43587667,36.59292667,35.69589667,30.78697667,19.41520333,13.90352667,19.93105,21.57197,27.74601,34.92215,38.31841,39.32403667,42.28299667,41.28939333,41.39549,34.65168333,26.08870333,22.48404,37340,7735000,85970,12348000,207.1505127,143.6315002,3
10,40.75,32.75,Kızılcahamam,2004,8.451578833,6.401936867,61.61669,103.170115,174.89144,185.5568033,200.8616433,206.6666667,186.8110033,138.3005867,57.70473333,14.47171017,10.08945517,11.90609117,13.33819767,16.329775,16.39633833,16.789743,16.61787333,18.06926433,17.94691733,15.28317633,13.556126,11.28764367,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.609747667,4.333420667,2.884314333,2.737817333,0.937493277,4.79e-05,0.0,0,0.004082607,2.765272,6.120304333,3.440392667,2,1,2,1,0,0,0,0,0,2,5,1,0,0,10,24,31,30,31,31,30,26,11,0,10.37581333,10.39750333,15.96352,20.46700333,27.17348,29.48572667,30.64985667,33.22064,29.14666,23.66436667,15.92048333,10.75538667,5.743396667,4.62533,9.455743333,11.99471,18.89930667,21.13548333,22.60771333,24.58594667,20.90191667,16.89839,9.955016667,5.82244,3.313076667,2.687526667,6.9337,7.798296667,15.31354667,17.68526,19.79454333,23.10093333,19.43816333,15.22215667,7.071796667,2.693166667,8.886303333,6.76336,11.72991,17.48177667,22.34491,24.69729667,25.00692667,26.30756,22.48846667,19.20700333,12.69889333,8.514536667,0,0,0,0,8,18,26,31,18,3,0,0,15.83284667,16.53140333,22.79393333,28.32450333,35.29563,37.92522333,39.22559,42.65520333,38.84884,32.18153333,23.51113,17.11007667,11.52784667,13.32488,19.35911667,24.30764667,30.59819667,34.49965,37.39852,41.27046333,36.34001,27.38973,19.86638333,13.47736667,20.60718,20.36772667,26.50298333,34.03320667,39.62182667,41.34349333,40.82134,44.24761,41.54025,36.90844667,27.92524,20.84714,40220,8638000,86320,14622000,214.7687683,169.3929596,3
11,40.75,32.75,Kızılcahamam,2005,8.822692777,15.90602627,46.875896,105.31012,161.6248567,180.1463833,202.86771,203.08323,178.17569,122.422782,53.38681967,9.297587,12.48192967,12.79738433,13.47865367,15.4437205,15.84864233,16.255964,16.82809367,16.2686165,17.35999233,18.047204,16.55702983,9.8269625,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3.416461833,4.528861,8.725458333,6.198522,2.269626648,0.00161824,0.0,0,0.0,0.101241989,1.541933115,18.137523,3,3,6,2,1,0,0,0,0,0,1,5,0,1,5,23,31,30,31,31,30,31,16,0,9.206153333,11.78947333,14.61782333,20.68100333,26.13029,28.31828,30.68655333,30.83885667,28.27588,22.08723333,15.48869,8.74873,3.63631,5.81496,8.05068,12.89470333,17.95483333,20.264,22.58324,23.14856667,20.43054333,14.17912667,8.205113333,4.44993,1.375333333,3.53112,5.989103333,9.012426667,12.96449333,18.5497,20.96654333,21.51430333,18.1653,11.93315,6.210866667,0.368566667,6.74699,8.839756667,10.64227333,18.06475,22.01767667,22.61842333,24.26517667,24.95914333,22.87026333,16.22043333,10.97261,10.08552333,0,0,0,2,10,14,31,31,15,0,0,0,16.11824,18.61235667,21.52932333,28.33843333,33.80347,36.51997667,39.41136667,39.41720667,37.79053667,32.22632667,24.76213333,14.2769,12.47751333,15.67644333,18.10493333,22.63188667,29.07478333,33.94821,36.89971667,37.82005,36.04849333,29.11527667,22.47275667,11.00733333,20.1796,22.02689333,25.61599333,37.24186333,39.35567667,39.92523333,42.23105667,41.34149667,39.34152667,35.16534667,26.56412667,17.75811667,39470,8434000,86440,14068000,213.6812744,162.7487335,3
12,40.75,32.75,Kızılcahamam,2006,0.0,2.0305888,49.320465,123.2340317,158.5166933,185.14671,206.4544667,201.0152667,182.66099,136.2492967,81.16139733,18.13561,11.81269633,12.30813,15.18303917,16.85262367,16.35075183,16.34925933,15.66628433,15.65975467,18.99596267,16.01053133,15.60124633,12.360681,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1.688826595,6.061062867,1.966037667,1.700872667,0.477840024,0.012980159,0.0,0,0.0,1.726022333,3.951999667,10.877057,1,4,1,1,0,0,0,0,0,2,2,3,0,0,11,27,31,30,31,31,30,31,22,3,4.2777,6.592446667,14.76400667,22.47339667,25.46970333,29.50119667,31.46386667,30.39706667,28.47190333,23.37975333,18.26614,11.69205667,-0.70939,0.43194,7.17465,14.11110667,17.08287333,21.37948667,23.9207,23.08508333,19.75869333,16.44145667,11.45043333,6.358533333,-2.19501,-4.168996667,3.059723333,10.62845667,13.83249,18.14308667,22.31611333,20.82676333,17.76068667,14.10408333,9.33616,3.627366667,1.087286667,5.521923333,10.99774667,17.14571333,20.49409,24.87152667,25.61984667,25.16188667,22.47665667,18.87335333,13.77400667,10.58143,0,0,0,0,5,20,31,30,13,0,0,0,11.10330333,12.74007,22.35768333,30.96372,33.43361,37.72873667,39.58696667,38.74485333,38.75463667,32.45198333,27.05166667,18.71919333,8.4824,8.2468,19.77934667,26.19849,28.66412667,33.85976333,38.62088,36.82493,36.09993333,28.70191667,23.53976333,13.39528667,14.10129667,18.28336333,26.72592,35.74909667,38.06670667,40.64679,40.66598333,40.61316667,40.93348667,35.62729333,29.89977,22.50596667,40000,9008000,82615,14386000,225.1999969,174.1330261,3
13,40.75,32.75,Kızılcahamam,2007,12.817851,19.43135567,58.01827,102.6687717,180.6323567,182.98058,206.5714633,206.6280333,188.6838267,141.5699567,51.194499,18.23173,11.61195467,14.41473,11.83813267,16.006992,16.36212833,15.088381,17.481666,16.58458933,16.76655167,13.13794767,11.316703,11.55034167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.975234633,3.134768267,11.3689416,0.86339312,1.486244667,0.00805946,0.0,0,0.594834533,6.5193611,2.3693147,4.232645333,0,2,8,1,1,0,0,0,0,5,2,1,0,0,3,22,31,30,31,31,30,28,3,1,11.06915,12.25599333,15.71716333,20.41689,27.87741,28.62607667,33.68700333,33.18684667,29.42261,23.92584667,15.26945,11.67310333,5.902323333,5.354656667,9.863963333,12.10122333,19.54359,21.06734333,25.29818667,25.43038,21.74595,18.08099333,10.30888667,6.66112,2.772196667,3.272953333,7.055203333,8.322653333,14.67770333,19.04784333,22.63024,23.17503667,19.58183667,15.95344,7.665033333,4.16361,8.03437,9.760366667,13.68481333,16.48339333,23.02681333,23.67267333,28.3856,27.41662333,23.99355,21.47111667,12.47647,10.25276667,0,0,0,0,16,19,31,31,22,4,0,0,17.51428667,19.76939,21.70208667,28.10821667,35.9057,36.15573333,42.77984,42.01496333,38.51248667,31.21893333,21.62559,18.21146667,13.83928667,17.63217333,18.82708667,23.74973333,29.96601667,33.37128333,40.74469333,39.09693333,35.63825,27.55521667,18.1136,14.82365333,21.11036,21.94439,28.04052667,34.30017667,40.97289,39.95043,44.60712,44.67696,40.61305667,35.29715667,24.66480333,22.00171,35000,6300000,65720,8486000,180.0,129.1235504,3
